city,tract,county,BoroCTLbl,Households (HH) Count,HH 0-10k,HH 10k-15k,HH 15k-25k,HH 25k-35k,HH 35k-50k,HH 50k-75k,HH 75k-100k,HH 100k-150k,HH 150k-200k,HH 200k-UP,Household Median Income,Household Mean Income
 New York,459,Queens,Queens 459,977,3.7,5.3,5.1,7.2,17.6,21.4,13.5,11.5,4.5,10.2,57888,83070
 New York,460,Queens,Queens 460,1911,5.2,4.0,14.8,16.2,15.8,23.5,5.0,11.6,2.1,1.7,40745,54147
 New York,461,Queens,Queens 461,704,9.4,6.3,10.4,8.1,9.1,23.9,15.3,12.4,4.1,1.1,54911,62202
 New York,462,Queens,Queens 462,2044,6.6,1.5,13.7,5.5,21.6,18.4,15.3,12.9,4.6,0.0,53295,62010
 New York,463,Queens,Queens 463,1033,4.7,3.3,9.2,8.3,18.6,29.1,7.6,5.4,8.0,5.6,51644,74372
 New York,464,Queens,Queens 464,443,2.7,7.4,7.7,5.0,11.5,8.6,15.6,20.1,8.4,13.1,92625,111591
 New York,465,Queens,Queens 465,876,14.0,1.4,13.1,9.4,12.3,16.3,16.6,8.7,6.6,1.6,49706,59741
 New York,466,Queens,Queens 466,1357,1.4,0.6,8.3,9.7,17.8,25.8,13.0,10.3,3.5,9.5,60448,93136
 New York,467,Queens,Queens 467,1949,8.4,1.5,19.1,19.8,20.6,12.8,13.4,2.3,1.4,0.6,35560,45665
 New York,468,Queens,Queens 468,965,8.5,6.2,5.2,8.7,16.7,17.4,11.0,13.2,10.4,2.8,67708,74998
 New York,469,Queens,Queens 469,2681,8.2,3.3,13.8,8.5,18.4,24.1,11.5,8.8,3.1,0.5,47802,55547
 New York,470,Queens,Queens 470,890,4.3,8.5,5.4,6.1,17.0,22.4,13.1,15.8,1.7,5.7,62321,78094
 New York,471,Queens,Queens 471,1315,10.1,2.1,12.0,13.4,18.1,23.2,6.3,12.4,2.0,0.4,43099,52940
 New York,472,Queens,Queens 472,1383,5.1,4.7,8.1,6.9,15.0,23.4,9.1,13.0,3.3,11.4,63730,88888
 New York,473,Queens,Queens 473,1647,5.8,6.3,10.3,11.8,7.0,23.0,9.5,17.7,3.4,5.2,57120,75432
 New York,475,Queens,Queens 475,1380,8.6,4.7,7.4,11.0,14.2,14.9,12.5,18.0,3.9,4.7,58026,78078
 New York,476,Queens,Queens 476,462,3.7,3.0,1.7,7.6,10.2,8.0,12.8,13.2,11.7,28.1,107750,140862
 New York,478,Queens,Queens 478,2124,1.9,4.1,13.1,5.5,12.2,14.5,17.7,18.6,6.5,5.9,74000,81761
 New York,479,Queens,Queens 479,1675,3.4,8.1,12.7,5.4,15.7,17.7,14.1,13.2,5.7,3.9,57109,69510
 New York,480,Queens,Queens 480,634,0.0,3.2,2.5,9.6,19.2,22.6,8.5,18.6,3.5,12.3,68148,107287
 New York,481,Queens,Queens 481,2010,6.4,0.0,23.3,17.4,11.5,17.8,12.0,4.1,3.3,4.1,38587,64308
 New York,482,Queens,Queens 482,411,2.2,1.2,6.6,9.2,7.1,16.8,14.6,19.7,16.1,6.6,87250,99244
 New York,483,Queens,Queens 483,1175,0.0,3.1,12.5,14.7,12.9,20.3,11.9,12.7,8.0,3.8,58528,79934
 New York,484,Queens,Queens 484,1504,5.7,0.9,4.0,4.1,8.4,19.4,15.2,13.5,19.1,9.6,83148,105164
 New York,485,Queens,Queens 485,1420,2.6,9.8,4.6,3.5,12.7,19.5,11.1,23.7,10.1,2.5,68676,83257
 New York,489,Queens,Queens 489,422,4.7,7.1,8.3,8.3,7.1,19.2,21.1,15.4,5.0,3.8,64107,81497
 New York,492,Queens,Queens 492,1815,2.1,2.5,8.6,7.4,15.4,23.5,12.9,14.2,10.9,2.6,64438,76860
 New York,493.01,Queens,Queens 493.01,657,8.8,1.2,9.4,11.1,6.1,16.6,4.3,19.2,15.4,7.9,72933,99671
 New York,493.02,Queens,Queens 493.02,905,1.0,2.2,5.6,14.4,10.9,14.6,14.1,28.0,4.6,4.5,76198,90616
 New York,495,Queens,Queens 495,499,3.8,8.0,5.4,5.2,12.0,19.2,8.2,18.0,7.2,12.8,72798,96575
 New York,496,Queens,Queens 496,870,3.0,0.0,5.9,5.3,7.9,15.4,23.9,18.9,11.0,8.7,88158,97550
 New York,497,Queens,Queens 497,973,3.4,2.0,16.2,3.2,11.7,15.8,18.9,12.7,5.3,10.7,72554,100810
 New York,499,Queens,Queens 499,1637,5.2,0.5,10.6,9.9,12.2,27.3,7.5,15.0,7.8,4.0,57058,75198
 New York,500,Queens,Queens 500,1550,6.6,3.9,18.1,7.3,9.3,21.6,14.3,14.1,2.5,2.5,53627,61386
 New York,502.01,Queens,Queens 502.01,382,0.0,2.9,2.9,11.5,14.4,16.5,14.7,20.4,10.7,6.0,82917,92976
 New York,502.02,Queens,Queens 502.02,378,7.7,1.1,1.1,9.5,10.1,22.2,11.6,27.0,5.6,4.2,71500,85521
 New York,504,Queens,Queens 504,532,0.0,4.7,6.8,11.1,16.9,8.1,12.2,22.6,8.8,8.8,78088,90285
 New York,505,Queens,Queens 505,573,1.9,3.0,9.6,5.4,16.6,17.1,11.5,15.7,11.7,7.5,69083,92971
 New York,506,Queens,Queens 506,433,0.0,4.2,14.5,5.8,11.5,5.8,21.2,13.2,11.1,12.7,83011,97220
 New York,507,Queens,Queens 507,1335,6.2,5.1,3.1,6.1,19.0,13.6,13.4,16.1,9.7,7.6,70179,83244
 New York,508,Queens,Queens 508,623,8.5,11.1,7.4,2.6,1.8,23.1,5.3,15.4,18.5,6.4,70417,89514
 New York,510,Queens,Queens 510,485,5.2,7.0,3.3,0.0,4.7,17.1,21.9,15.7,8.5,16.7,89531,108041
 New York,511,Queens,Queens 511,744,0.0,4.2,6.0,3.4,11.2,18.1,13.2,16.4,13.0,14.5,94545,119922
 New York,512,Queens,Queens 512,665,1.8,2.7,11.7,8.7,5.1,11.7,19.1,14.7,15.0,9.3,84077,100814
 New York,513,Queens,Queens 513,747,3.5,6.2,0.3,6.3,11.4,21.3,16.2,15.7,13.8,5.5,83512,90505
 New York,515,Queens,Queens 515,1162,0.9,5.1,13.7,6.7,5.2,15.2,14.3,22.7,9.7,6.4,80667,101136
 New York,516,Queens,Queens 516,572,5.1,5.4,13.5,2.8,14.0,18.7,12.9,15.7,7.2,4.7,61071,77237
 New York,517,Queens,Queens 517,703,4.7,3.3,11.9,13.9,4.8,11.7,16.6,15.4,13.2,4.4,74702,91153
 New York,518,Queens,Queens 518,618,5.0,6.1,3.9,5.2,10.8,12.3,19.4,25.9,4.2,7.1,77778,92591
 New York,520,Queens,Queens 520,431,6.5,6.3,2.8,0.0,16.7,24.1,9.0,19.5,14.2,0.9,70795,84570
 New York,521,Queens,Queens 521,716,0.0,4.7,8.2,7.4,8.8,15.9,15.2,24.0,7.0,8.7,88841,116859
 New York,522,Queens,Queens 522,492,2.6,2.2,4.1,6.9,9.3,20.1,16.5,20.3,8.3,9.6,88889,98714
 New York,524,Queens,Queens 524,516,2.3,1.9,10.5,13.0,10.7,10.3,15.3,16.5,13.0,6.6,76094,101066
 New York,525,Queens,Queens 525,748,8.2,9.0,5.9,8.8,6.8,14.8,11.4,22.7,8.0,4.4,70500,81826
 New York,526,Queens,Queens 526,543,7.0,4.4,4.8,6.1,8.5,19.3,16.2,11.8,14.0,7.9,74952,91265
 New York,528,Queens,Queens 528,426,7.0,8.5,4.5,17.8,6.6,16.0,12.0,16.0,9.4,2.3,62667,82047
 New York,530,Queens,Queens 530,648,0.0,0.0,4.0,10.2,6.2,28.4,9.6,31.8,9.0,0.9,80172,87676
 New York,531,Queens,Queens 531,1222,3.0,4.7,1.5,8.2,19.3,16.2,20.2,16.6,5.2,5.1,73000,82721
 New York,532,Queens,Queens 532,561,6.1,5.0,1.1,10.5,9.1,11.4,22.3,7.8,15.3,11.4,85170,101031
 New York,534.01,Queens,Queens 534.01,635,3.9,0.8,2.0,8.7,11.2,26.8,12.0,14.2,13.2,7.2,69107,93620
 New York,535,Queens,Queens 535,416,7.0,0.0,14.2,3.4,18.3,23.3,18.5,9.6,2.9,2.9,57708,68153
 New York,536.01,Queens,Queens 536.01,514,1.8,6.0,3.5,3.5,10.1,21.6,8.0,33.9,8.0,3.7,90500,89707
 New York,538,Queens,Queens 538,452,5.1,8.6,4.2,3.8,5.1,15.3,16.8,28.3,6.2,6.6,84750,89256
 New York,539,Queens,Queens 539,1417,6.8,3.8,3.0,5.2,11.6,15.2,15.5,21.5,9.2,8.1,80554,94142
 New York,540,Queens,Queens 540,1215,7.2,1.8,6.7,9.1,13.8,15.1,13.7,18.8,7.7,6.0,66771,81158
 New York,542,Queens,Queens 542,1421,5.8,3.6,8.7,8.8,10.6,18.6,7.9,20.3,11.8,4.0,70795,83643
 New York,545,Queens,Queens 545,1289,6.7,5.0,3.7,9.2,19.6,17.5,12.6,14.5,8.8,2.3,58713,72349
 New York,547,Queens,Queens 547,1440,3.0,0.6,8.2,14.1,16.5,14.0,11.4,18.8,7.6,5.8,62394,81882
 New York,548,Queens,Queens 548,646,5.7,1.2,7.4,9.6,11.1,20.0,6.2,19.2,9.6,9.9,68700,96375
 New York,549,Queens,Queens 549,1692,11.2,2.2,6.3,6.1,15.5,14.3,17.7,16.7,5.5,4.4,70000,75423
 New York,551,Queens,Queens 551,1550,7.6,5.7,5.0,11.0,14.4,11.0,18.7,18.4,5.5,2.6,59844,71617
 New York,552,Queens,Queens 552,1008,5.5,8.3,3.9,16.9,13.3,11.7,14.5,14.0,6.3,5.8,52200,73958
 New York,553,Queens,Queens 553,862,12.5,5.1,12.5,5.3,16.0,16.0,13.0,11.1,4.8,3.6,48917,64546
 New York,554,Queens,Queens 554,756,4.9,4.6,6.9,14.4,8.6,19.6,13.5,15.2,8.5,3.8,67857,77220
 New York,555,Queens,Queens 555,677,10.9,5.3,4.0,5.6,5.8,24.2,18.6,18.2,3.5,3.8,64811,74678
 New York,556,Queens,Queens 556,651,7.4,2.6,4.9,6.8,13.8,14.6,15.1,15.5,8.4,10.9,74958,105080
 New York,557,Queens,Queens 557,1403,6.2,5.3,8.5,9.4,9.8,25.0,12.3,15.9,5.5,2.1,61139,71102
 New York,558,Queens,Queens 558,499,4.4,2.6,5.2,3.6,3.4,16.2,20.4,26.1,16.4,1.6,95656,98243
 New York,559,Queens,Queens 559,359,15.0,2.2,8.9,1.1,18.4,15.0,13.4,13.6,6.4,5.8,64125,75410
 New York,560,Queens,Queens 560,465,0.9,2.6,6.0,9.2,11.2,20.2,13.8,18.3,9.0,8.8,74875,91636
 New York,561,Queens,Queens 561,24,0.0,0.0,0.0,16.7,16.7,0.0,16.7,16.7,16.7,16.7,100000,119771
 New York,562,Queens,Queens 562,464,0.0,0.6,8.4,8.2,8.4,8.6,17.7,28.4,10.8,8.8,99250,101184
 New York,564,Queens,Queens 564,465,2.8,6.9,7.5,28.0,10.3,13.5,7.3,11.8,4.7,7.1,42083,72467
 New York,565,Queens,Queens 565,507,2.4,2.6,15.2,10.1,10.7,18.7,12.2,14.0,12.2,2.0,68259,76190
 New York,566,Queens,Queens 566,441,3.2,0.0,13.4,11.8,13.4,13.6,9.8,14.1,17.0,3.9,65804,84736
 New York,567,Queens,Queens 567,1518,0.0,0.0,2.7,6.4,7.6,15.4,24.0,25.1,11.7,7.0,95485,105728
 New York,568,Queens,Queens 568,1389,4.4,1.6,5.3,8.3,8.9,10.0,19.1,22.1,10.7,9.6,82313,98380
 New York,577,Queens,Queens 577,1353,2.0,5.7,7.5,10.4,8.1,21.6,8.3,24.6,5.8,5.9,69148,81965
 New York,579,Queens,Queens 579,637,5.5,4.1,7.1,7.8,6.8,30.5,17.7,11.9,6.8,1.9,60774,71324
 New York,580,Queens,Queens 580,1075,3.5,6.2,12.2,5.1,8.1,11.2,9.6,22.6,15.5,6.0,80972,94324
 New York,581,Queens,Queens 581,1100,4.2,2.6,8.0,12.0,9.8,12.6,17.2,21.3,6.8,5.5,75286,93123
 New York,582,Queens,Queens 582,1299,1.4,2.8,4.3,3.5,12.9,12.9,19.2,23.9,10.9,8.2,92790,103673
 New York,583,Queens,Queens 583,1230,3.7,2.1,6.1,9.1,14.1,9.6,12.4,24.9,11.5,6.5,79712,95252
 New York,585,Queens,Queens 585,1431,2.8,0.6,8.7,6.8,16.9,10.6,20.9,22.2,7.8,2.7,77083,84213
 New York,587,Queens,Queens 587,1236,6.4,0.0,10.4,6.1,14.2,22.9,15.5,16.3,3.2,4.9,62539,73395
 New York,589,Queens,Queens 589,1561,5.2,4.7,14.8,3.9,12.7,19.9,12.3,17.5,6.8,2.1,58156,72585
 New York,590,Queens,Queens 590,422,0.9,0.0,0.0,2.6,19.0,26.5,13.7,12.6,16.8,7.8,76111,115624
 New York,591,Queens,Queens 591,2017,3.2,2.3,8.6,10.6,8.2,22.7,14.4,20.7,5.8,3.5,70258,91246
 New York,592,Queens,Queens 592,396,4.3,0.0,2.3,6.3,4.8,9.3,10.4,25.8,13.4,23.5,114375,143749
 New York,593,Queens,Queens 593,1498,1.3,4.6,8.5,9.7,6.6,24.4,12.3,21.5,6.9,4.1,64731,80154
 New York,594,Queens,Queens 594,537,3.5,3.5,5.6,5.0,3.5,4.7,20.3,30.5,11.7,11.5,106181,114710
 New York,595,Queens,Queens 595,1630,8.9,7.9,5.3,5.8,8.8,15.8,13.9,22.6,6.5,4.4,73581,88020
 New York,596,Queens,Queens 596,453,8.4,3.1,3.3,12.8,7.5,15.9,4.2,23.6,9.5,11.7,72137,101294
 New York,598,Queens,Queens 598,569,5.6,0.9,4.4,5.3,0.9,24.3,20.9,17.0,12.7,8.1,89528,100432
 New York,599,Queens,Queens 599,520,8.8,1.2,13.8,8.8,6.0,19.4,4.2,26.3,9.8,1.5,62500,75066
 New York,600,Queens,Queens 600,378,0.0,3.2,5.3,9.0,7.7,15.1,11.1,17.5,15.1,16.1,86875,120274
 New York,601,Queens,Queens 601,756,9.3,2.6,9.0,6.0,5.0,20.6,14.2,19.8,10.1,3.4,68833,84470
 New York,603,Queens,Queens 603,654,2.8,2.6,11.8,11.2,5.2,14.2,12.2,20.2,13.3,6.6,86000,120561
 New York,606,Queens,Queens 606,479,7.5,1.0,3.5,8.4,4.8,18.8,19.2,25.5,5.2,6.1,79514,93015
 New York,607.01,Queens,Queens 607.01,32,0.0,0.0,0.0,0.0,12.5,40.6,46.9,0.0,0.0,0.0,67308,74275
 New York,608,Queens,Queens 608,453,2.4,0.0,5.1,13.2,9.7,11.3,8.8,26.5,9.1,13.9,99375,118155
 New York,610,Queens,Queens 610,450,5.6,2.7,5.3,1.1,8.9,11.3,17.1,13.8,18.7,15.6,91667,120521
 New York,612,Queens,Queens 612,516,2.3,0.8,1.0,0.0,6.0,4.1,12.4,40.9,17.8,14.7,133015,133965
 New York,613.01,Queens,Queens 613.01,1930,5.8,4.1,5.7,9.2,8.5,13.0,20.3,21.5,4.4,7.5,78873,84616
 New York,613.02,Queens,Queens 613.02,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,614,Queens,Queens 614,394,0.0,6.9,8.4,0.8,0.8,11.2,15.2,29.4,14.0,13.5,111667,116249
 New York,616.01,Queens,Queens 616.01,738,1.4,1.2,4.9,7.7,8.0,17.3,11.2,23.4,17.6,7.2,95469,103662
 New York,616.02,Queens,Queens 616.02,350,1.4,1.7,4.6,5.4,5.4,16.9,3.1,35.7,13.7,12.0,107262,128122
 New York,618,Queens,Queens 618,685,4.7,0.0,3.6,5.5,15.5,19.0,14.9,22.2,7.6,7.0,77396,93552
 New York,619,Queens,Queens 619,1048,5.0,1.4,5.5,4.1,13.5,14.2,14.1,33.8,8.3,0.0,92792,85865
 New York,620,Queens,Queens 620,481,6.2,0.0,2.1,0.8,11.0,12.3,13.9,26.2,13.1,14.3,106776,113168
 New York,621,Queens,Queens 621,956,9.6,0.8,4.0,8.8,10.6,20.3,16.6,15.1,7.7,6.5,66279,84543
 New York,622,Queens,Queens 622,654,6.3,4.0,1.7,2.3,8.7,13.1,19.7,25.4,15.1,3.7,90167,103181
 New York,623,Queens,Queens 623,777,4.5,3.2,7.9,2.3,3.1,22.3,20.1,16.2,12.1,8.4,86343,96010
 New York,624,Queens,Queens 624,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,625,Queens,Queens 625,872,4.0,0.5,4.1,6.7,11.9,18.7,17.3,23.9,4.8,8.1,78917,95172
 New York,626,Queens,Queens 626,864,4.5,1.6,6.1,7.6,5.9,15.2,15.2,18.5,15.0,10.3,89231,103849
 New York,627,Queens,Queens 627,978,4.1,6.2,3.5,6.5,11.2,17.5,19.0,22.9,3.9,5.1,75425,79904
 New York,629,Queens,Queens 629,1010,2.5,5.1,11.2,6.3,8.0,17.4,21.7,15.5,2.7,9.5,74595,91122
 New York,630,Queens,Queens 630,491,3.5,0.0,1.0,4.9,17.5,9.0,8.8,25.7,19.1,10.6,108320,124574
 New York,632,Queens,Queens 632,699,1.4,1.4,0.9,5.6,6.7,10.9,17.7,32.5,17.9,5.0,108295,128341
 New York,633.01,Queens,Queens 633.01,583,8.2,0.0,3.6,7.2,8.2,16.8,17.3,25.6,2.6,10.5,87813,105831
 New York,633.02,Queens,Queens 633.02,529,6.8,1.7,6.0,2.6,14.6,13.4,21.0,16.8,7.6,9.5,78594,109115
 New York,635,Queens,Queens 635,970,9.0,4.5,6.8,6.5,11.0,10.4,16.1,18.2,13.7,3.7,77237,84025
 New York,637,Queens,Queens 637,1136,4.5,5.0,2.9,4.5,5.3,12.2,19.2,24.7,15.5,6.2,96538,105170
 New York,638,Queens,Queens 638,1008,0.0,5.3,2.4,4.1,10.1,11.4,6.2,30.8,17.0,12.9,120795,119844
 New York,639,Queens,Queens 639,1115,7.7,4.1,5.2,3.7,15.8,17.7,15.2,16.1,6.5,8.1,62139,85146
 New York,641.01,Queens,Queens 641.01,952,4.6,4.5,10.9,7.6,9.0,16.7,14.8,21.7,7.4,2.7,72576,79444
 New York,641.02,Queens,Queens 641.02,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,645,Queens,Queens 645,739,5.4,1.1,7.2,8.0,6.4,22.3,15.8,12.6,11.6,9.6,74798,105269
 New York,646,Queens,Queens 646,979,0.4,1.9,7.6,4.8,5.6,17.4,24.1,23.6,9.6,5.0,89671,96085
 New York,650,Queens,Queens 650,854,5.7,1.4,3.0,2.1,12.1,15.6,16.6,13.3,11.9,18.1,89773,115185
 New York,654,Queens,Queens 654,919,6.4,3.3,3.0,4.0,11.0,15.8,15.3,20.1,14.8,6.2,90580,99269
 New York,655.01,Queens,Queens 655.01,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,656,Queens,Queens 656,1452,2.3,4.2,11.7,8.1,5.0,11.5,13.3,21.0,8.3,14.7,95893,108490
 New York,657.02,Queens,Queens 657.02,744,4.7,2.4,10.3,11.0,9.3,18.7,6.7,20.8,12.0,4.0,70875,84170
 New York,657.03,Queens,Queens 657.03,1033,4.9,1.4,5.5,5.3,5.1,23.7,13.2,24.1,10.3,6.5,85774,97736
 New York,659,Queens,Queens 659,659,8.0,0.0,5.6,4.9,5.3,20.6,13.2,16.7,10.8,14.9,89821,116061
 New York,660,Queens,Queens 660,1024,3.2,4.2,5.4,14.1,6.6,14.3,13.1,26.2,5.1,7.9,79412,87050
 New York,661,Queens,Queens 661,602,4.0,3.3,5.3,9.1,10.6,14.5,11.5,16.9,16.1,8.6,83333,99038
 New York,663,Queens,Queens 663,982,3.6,1.9,3.6,5.8,6.3,12.5,13.5,21.6,15.7,15.5,103487,128790
 New York,664,Queens,Queens 664,2876,4.4,4.3,2.9,1.2,7.9,17.0,25.6,22.4,11.8,2.6,85463,92014
 New York,665.01,Queens,Queens 665.01,1358,2.2,5.5,4.3,5.7,7.8,9.2,9.9,25.4,20.6,9.3,106324,115671
 New York,667.01,Queens,Queens 667.01,1009,7.5,0.9,10.2,13.8,10.6,14.2,13.2,14.8,9.9,5.0,56587,82194
 New York,669,Queens,Queens 669,610,7.4,1.6,4.8,6.2,4.1,30.5,9.0,24.1,6.9,5.4,69583,87368
 New York,671,Queens,Queens 671,869,1.4,6.2,10.9,5.3,4.7,5.5,12.3,31.5,9.1,13.0,104716,116006
 New York,677,Queens,Queens 677,672,1.8,1.0,4.5,9.2,6.7,10.6,12.4,16.5,18.5,18.9,105833,126242
 New York,679,Queens,Queens 679,1678,10.0,3.9,11.1,8.9,17.3,20.3,10.2,7.3,8.8,2.3,47841,63056
 New York,680,Queens,Queens 680,1465,0.0,2.2,2.8,4.0,12.6,14.3,19.3,26.7,13.9,4.2,92292,100235
 New York,682,Queens,Queens 682,343,7.9,0.0,5.2,2.9,7.0,20.1,11.1,30.6,8.5,6.7,87083,95311
 New York,683,Queens,Queens 683,1642,5.0,3.5,13.1,13.8,17.7,15.7,12.4,10.0,6.5,2.5,48580,64901
 New York,687,Queens,Queens 687,1794,7.0,1.8,9.4,7.5,12.2,16.7,16.3,19.8,8.1,1.2,63602,77072
 New York,690,Queens,Queens 690,977,7.1,2.1,0.0,4.8,15.4,16.0,19.4,21.1,8.5,5.6,78674,88398
 New York,693,Queens,Queens 693,1265,7.8,4.7,14.6,6.2,13.1,16.5,10.2,16.6,4.3,6.0,58750,73464
 New York,694,Queens,Queens 694,1118,6.6,4.5,5.5,5.5,6.1,14.8,28.8,17.6,3.0,7.8,81477,90278
 New York,695,Queens,Queens 695,817,10.0,4.9,6.4,6.0,14.1,16.3,11.9,11.1,8.2,11.1,66513,88908
 New York,697.01,Queens,Queens 697.01,1830,7.5,6.9,8.3,8.9,7.9,11.0,17.1,19.2,10.6,2.6,71630,80884
 New York,697.02,Queens,Queens 697.02,1439,4.3,2.4,8.1,8.8,10.6,14.0,12.2,17.0,7.6,14.9,80452,112531
 New York,703,Queens,Queens 703,742,2.7,3.8,8.6,10.1,9.0,27.6,7.3,13.1,6.9,10.9,62734,93520
 New York,707,Queens,Queens 707,967,4.1,6.1,0.9,4.7,12.6,10.9,7.8,22.4,15.6,14.9,101979,127890
 New York,709,Queens,Queens 709,1045,7.4,1.1,7.8,4.7,7.0,13.3,9.9,14.9,15.0,18.9,94659,115720
 New York,711,Queens,Queens 711,2734,2.2,4.2,4.8,7.9,8.1,15.4,14.6,22.9,5.5,14.4,84621,118280
 New York,713.03,Queens,Queens 713.03,2682,4.5,3.3,2.7,7.0,3.1,22.4,16.4,20.9,12.7,7.2,86520,99715
 New York,713.04,Queens,Queens 713.04,3043,12.3,6.7,12.9,7.2,11.0,11.2,10.6,16.9,8.8,2.4,49896,68415
 New York,713.05,Queens,Queens 713.05,2475,4.4,4.4,7.3,7.2,11.2,14.3,20.1,20.3,4.8,6.1,78213,85105
 New York,713.06,Queens,Queens 713.06,3061,3.4,3.1,11.1,2.9,6.2,19.5,21.7,13.6,12.2,6.3,78591,101637
 New York,716,Queens,Queens 716,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,717.01,Queens,Queens 717.01,2476,8.9,4.6,12.4,5.0,11.2,13.1,14.7,13.6,11.7,4.9,62857,79750
 New York,717.02,Queens,Queens 717.02,1939,13.8,5.0,11.6,7.6,11.4,16.0,8.5,14.9,5.3,6.0,50844,70070
 New York,719,Queens,Queens 719,984,14.0,12.6,12.0,6.9,11.1,9.1,10.6,17.1,1.8,4.8,39878,61906
 New York,721,Queens,Queens 721,2100,7.1,9.8,11.5,6.6,8.4,18.4,7.6,16.1,8.1,6.3,63202,80066
 New York,723,Queens,Queens 723,839,5.8,1.7,4.3,4.6,3.8,12.5,14.1,13.0,5.7,34.4,110417,195997
 New York,729,Queens,Queens 729,464,3.4,1.3,7.3,2.6,6.9,20.0,6.7,19.8,15.1,16.8,105769,116896
 New York,731,Queens,Queens 731,556,5.2,0.0,5.8,7.9,4.1,11.5,14.9,16.4,17.6,16.5,101250,128220
 New York,737,Queens,Queens 737,1079,4.8,1.7,7.2,10.0,7.5,19.3,13.8,17.4,6.0,12.2,72438,119001
 New York,739,Queens,Queens 739,2818,7.9,1.8,3.8,3.9,3.3,17.3,13.3,17.2,15.0,16.5,96960,129520
 New York,741,Queens,Queens 741,1594,3.7,6.8,7.8,8.0,6.5,16.8,16.2,17.2,6.6,10.4,76167,95989
 New York,743,Queens,Queens 743,1811,6.2,6.4,8.2,4.6,12.6,21.2,10.0,12.4,7.4,10.9,64387,87681
 New York,745,Queens,Queens 745,1584,8.2,6.0,12.4,13.3,15.4,15.0,9.7,11.7,6.7,1.6,46250,61976
 New York,747,Queens,Queens 747,1291,2.7,4.1,4.6,10.1,9.4,18.3,13.6,25.5,6.7,5.0,78142,88976
 New York,749,Queens,Queens 749,534,0.0,0.0,2.4,7.3,3.2,11.0,10.1,13.5,13.7,38.8,158958,250966
 New York,757.01,Queens,Queens 757.01,2666,8.7,3.7,6.1,5.9,7.7,9.4,12.2,21.2,10.3,15.0,86750,108982
 New York,757.02,Queens,Queens 757.02,2083,7.0,2.4,11.4,4.2,6.0,13.9,7.8,15.3,19.0,13.1,95065,119896
 New York,769.01,Queens,Queens 769.01,2027,3.7,7.0,6.6,3.8,5.0,18.5,9.4,19.5,8.8,17.7,81366,119485
 New York,769.02,Queens,Queens 769.02,639,5.0,2.3,14.1,2.8,11.1,18.6,14.4,17.2,5.5,8.9,67292,103090
 New York,773,Queens,Queens 773,1038,2.6,4.4,4.2,9.2,8.7,28.8,11.7,16.3,9.3,4.8,69423,109578
 New York,775,Queens,Queens 775,959,8.2,1.0,7.2,6.9,3.5,21.4,7.6,14.6,12.2,17.3,76875,112514
 New York,779.02,Queens,Queens 779.02,1593,7.4,2.3,7.2,4.8,3.7,16.1,18.1,17.0,12.0,11.3,82170,106004
 New York,779.03,Queens,Queens 779.03,1162,5.7,7.2,6.5,5.2,4.0,17.4,19.6,13.9,13.9,6.5,78178,95251
 New York,779.04,Queens,Queens 779.04,2056,1.8,1.3,14.7,12.5,10.2,14.6,12.8,22.4,6.0,3.8,62975,78451
 New York,779.05,Queens,Queens 779.05,1078,2.5,1.8,8.5,8.2,9.6,19.4,24.9,15.4,5.3,4.5,75139,95441
 New York,779.06,Queens,Queens 779.06,1290,6.2,5.7,6.7,10.9,10.1,18.8,12.8,17.5,6.6,4.8,62389,76574
 New York,779.07,Queens,Queens 779.07,909,3.1,9.2,13.8,11.4,12.2,9.9,7.4,11.1,11.3,10.6,52716,93962
 New York,779.08,Queens,Queens 779.08,1215,1.8,3.9,20.4,12.1,9.3,20.9,15.1,10.0,2.6,4.0,52567,63197
 New York,788,Queens,Queens 788,553,0.5,8.0,8.3,3.6,12.1,9.6,13.0,25.0,7.4,12.5,89201,105231
 New York,790,Queens,Queens 790,786,5.9,2.8,7.5,3.7,8.5,25.1,13.2,20.4,7.8,5.2,71250,86109
 New York,792,Queens,Queens 792,679,2.1,1.8,3.1,5.4,11.2,18.6,12.1,29.5,10.0,6.3,88750,103497
 New York,793,Queens,Queens 793,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,797.01,Queens,Queens 797.01,2813,17.4,12.5,9.5,17.2,9.5,7.1,4.7,10.9,6.9,4.2,33071,56098
 New York,797.02,Queens,Queens 797.02,1621,7.5,6.6,18.6,6.4,20.1,16.5,9.5,9.3,5.1,0.5,41750,54478
 New York,799,Queens,Queens 799,879,13.8,7.3,14.8,8.6,11.5,13.8,9.8,10.8,5.6,4.1,41458,59477
 New York,803.01,Queens,Queens 803.01,1130,6.2,2.6,7.9,15.3,14.0,21.9,10.8,13.4,2.9,5.0,58188,71960
 New York,803.02,Queens,Queens 803.02,1047,1.7,6.6,13.0,7.8,8.4,22.9,10.9,15.3,7.9,5.4,65039,79864
 New York,809,Queens,Queens 809,2805,4.7,6.5,8.0,3.2,17.0,16.8,14.1,16.9,11.2,1.8,62682,78653
